City,Colors Reported,Shape Reported,State,Time,IN-December,Time_Diff_From_WW1
Suffolk,ORANGE,SPHERE,VA,1984-07-25 20:00:00,False,25565 days 20:00:00
Rosebud,,OTHER,MO,1984-07-31 19:00:00,False,25571 days 19:00:00
Middlebury,,OTHER,CT,1984-07-31 22:00:00,False,25571 days 22:00:00
Middlebury,,OTHER,CT,1984-07-31 22:00:00,False,25571 days 22:00:00
Sandpoint,,DISK,ID,1984-08-01 04:00:00,False,25572 days 04:00:00
Manotowish Waters,RED,LIGHT,WI,1984-08-01 23:00:00,False,25572 days 23:00:00
Caribou,,EGG,ME,1984-08-07 21:00:00,False,25578 days 21:00:00
Gaylord,,OTHER,MI,1984-08-08 23:00:00,False,25579 days 23:00:00
Bellingham,,,WA,1984-08-10 04:30:00,False,25581 days 04:30:00
Boalsburg,,LIGHT,PA,1984-08-10 23:00:00,False,25581 days 23:00:00
Columbus,,RECTANGLE,OH,1984-08-12 21:00:00,False,25583 days 21:00:00
Eureka,,CIRCLE,MT,1984-08-14 00:00:00,False,25585 days 00:00:00
Wabeno,,OTHER,WI,1984-08-15 00:00:00,False,25586 days 00:00:00
Beckley,,,WV,1984-08-15 01:00:00,False,25586 days 01:00:00
Cape Canaveral,,LIGHT,FL,1984-08-15 01:30:00,False,25586 days 01:30:00
Haddon Heights,,TRIANGLE,NJ,1984-08-15 19:30:00,False,25586 days 19:30:00
Croton-on-Hudson,,SPHERE,NY,1984-08-15 21:00:00,False,25586 days 21:00:00
South Glens Falls,,CIGAR,NY,1984-08-15 21:00:00,False,25586 days 21:00:00
Stamford,,DISK,CT,1984-08-15 21:00:00,False,25586 days 21:00:00
Brewster,,CHEVRON,NY,1984-08-15 23:00:00,False,25586 days 23:00:00
Countryside,GREEN BLUE,TRIANGLE,IL,1984-08-18 08:30:00,False,25589 days 08:30:00
Cedarburg,,RECTANGLE,WI,1984-08-21 21:30:00,False,25592 days 21:30:00
Altha,,CYLINDER,FL,1984-08-26 16:00:00,False,25597 days 16:00:00
Baltimore,,TRIANGLE,MD,1984-09-01 19:00:00,False,25603 days 19:00:00
Pacific Beach,,OVAL,CA,1984-09-01 19:00:00,False,25603 days 19:00:00
Medanales,RED,LIGHT,NM,1984-09-01 21:00:00,False,25603 days 21:00:00
River Rouge,,SPHERE,MI,1984-09-01 22:00:00,False,25603 days 22:00:00
Manor,,,TX,1984-09-01 23:00:00,False,25603 days 23:00:00
Osage,,SPHERE,IA,1984-09-02 08:20:00,False,25604 days 08:20:00
Plumas Eureka State Park Camp Grounds,,TRIANGLE,CA,1984-09-03 23:00:00,False,25605 days 23:00:00
Alamo Lake,,,AZ,1984-09-04 22:00:00,False,25606 days 22:00:00
California,,CIGAR,CA,1984-09-09 22:00:00,False,25611 days 22:00:00
Schuylkill Haven,,TRIANGLE,PA,1984-09-15 20:00:00,False,25617 days 20:00:00
Sterling,,LIGHT,AK,1984-09-15 23:00:00,False,25617 days 23:00:00
Elwood,,CHEVRON,NY,1984-09-16 15:00:00,False,25618 days 15:00:00
New York City,,TEARDROP,NY,1984-09-20 21:00:00,False,25622 days 21:00:00
Waldport,,LIGHT,OR,1984-10-01 01:00:00,False,25633 days 01:00:00
Chatsworth,,LIGHT,CA,1984-10-01 20:00:00,False,25633 days 20:00:00
Acton,RED,TRIANGLE,ME,1984-10-01 21:00:00,False,25633 days 21:00:00
Augusta,,FIREBALL,GA,1984-10-03 21:00:00,False,25635 days 21:00:00
Houston,,CIRCLE,TX,1984-10-10 05:00:00,False,25642 days 05:00:00
Traverse City,,OTHER,MI,1984-10-10 12:00:00,False,25642 days 12:00:00
White Plains,,FORMATION,NY,1984-10-10 22:00:00,False,25642 days 22:00:00
Duchenne,,DISK,UT,1984-10-15 01:00:00,False,25647 days 01:00:00
Newbury,,CIGAR,OH,1984-10-15 02:30:00,False,25647 days 02:30:00
New Castle,,OTHER,DE,1984-10-15 08:15:00,False,25647 days 08:15:00
Quincy,,,CA,1984-10-15 09:00:00,False,25647 days 09:00:00
Skowhegan,,DISK,ME,1984-10-15 19:00:00,False,25647 days 19:00:00
Albuquerque,,DISK,NM,1984-10-15 19:30:00,False,25647 days 19:30:00
Strafford,,CIRCLE,MO,1984-10-15 21:00:00,False,25647 days 21:00:00
Uvalde,,CIRCLE,TX,1984-10-15 22:30:00,False,25647 days 22:30:00
New Boston,,EGG,TX,1984-10-15 23:00:00,False,25647 days 23:00:00
Allendale,,LIGHT,MI,1984-10-18 22:00:00,False,25650 days 22:00:00
Middle Town,,DIAMOND,CA,1984-10-20 03:00:00,False,25652 days 03:00:00
Columbus,,LIGHT,OH,1984-10-20 05:00:00,False,25652 days 05:00:00
Honey Grove,,DISK,TX,1984-11-01 17:30:00,False,25664 days 17:30:00
Carrollton,,OTHER,GA,1984-11-07 02:30:00,False,25670 days 02:30:00
Brandon,,CYLINDER,MS,1984-11-09 04:00:00,False,25672 days 04:00:00
Edgartown,,TRIANGLE,MA,1984-11-11 23:00:00,False,25674 days 23:00:00
Alvarado,,FIREBALL,TX,1984-11-14 20:00:00,False,25677 days 20:00:00
Jasper,,,FL,1984-11-15 18:00:00,False,25678 days 18:00:00
North Platte,,OTHER,NE,1984-11-15 18:00:00,False,25678 days 18:00:00
Ruggles Beach,,CHEVRON,OH,1984-11-20 05:00:00,False,25683 days 05:00:00
Columbus,,CIGAR,WI,1984-11-24 13:00:00,False,25687 days 13:00:00
Williamstown,,TRIANGLE,MA,1984-11-24 19:30:00,False,25687 days 19:30:00
St. Charles,RED,VARIOUS,IL,1984-11-26 22:00:00,False,25689 days 22:00:00
Montgomery,,FIREBALL,AL,1984-12-01 18:00:00,True,25694 days 18:00:00
Emporium,,CIRCLE,PA,1984-12-04 20:00:00,True,25697 days 20:00:00
Tocca,,TRIANGLE,GA,1984-12-24 23:15:00,True,25717 days 23:15:00
Holly,,OTHER,MI,1985-01-01 01:00:00,False,25725 days 01:00:00
Largo,RED,OTHER,FL,1985-01-01 21:00:00,False,25725 days 21:00:00
Virginia Beach,RED,,VA,1985-01-01 22:00:00,False,25725 days 22:00:00
Caribbean Sea,,OTHER,FL,1985-01-01 23:00:00,False,25725 days 23:00:00
Wampum,,CIRCLE,PA,1985-01-15 03:00:00,False,25739 days 03:00:00
McGrady,,VARIOUS,NC,1985-01-15 20:50:00,False,25739 days 20:50:00
Sunbury,,,PA,1985-01-15 22:00:00,False,25739 days 22:00:00
South Gate,,CYLINDER,CA,1985-01-15 22:30:00,False,25739 days 22:30:00
Hermiston,BLUE,OTHER,OR,1985-01-27 01:30:00,False,25751 days 01:30:00
Portland,,LIGHT,OR,1985-02-01 22:30:00,False,25756 days 22:30:00
Hinesville,,SPHERE,GA,1985-02-15 00:00:00,False,25770 days 00:00:00
Malden,ORANGE,FIREBALL,MO,1985-02-15 00:00:00,False,25770 days 00:00:00
Portland,,LIGHT,OR,1985-02-28 23:00:00,False,25783 days 23:00:00
Wichita,ORANGE,TRIANGLE,KS,1985-03-01 20:30:00,False,25784 days 20:30:00
Woodbridge,,,VA,1985-03-02 20:15:00,False,25785 days 20:15:00
Bellefontaine,,CHEVRON,MO,1985-03-14 19:13:00,False,25797 days 19:13:00
Unadilla,,CIGAR,NE,1985-03-15 14:30:00,False,25798 days 14:30:00
Nashville,,OVAL,TN,1985-03-26 01:25:00,False,25809 days 01:25:00
New York City,,VARIOUS,NY,1985-04-01 15:00:00,False,25815 days 15:00:00
Weston,,OTHER,CT,1985-04-01 20:00:00,False,25815 days 20:00:00
Stone Ridge,,OTHER,NY,1985-04-04 20:00:00,False,25818 days 20:00:00
Chicago,,DISK,IL,1985-04-04 23:00:00,False,25818 days 23:00:00
Nova,,TRIANGLE,OH,1985-04-15 21:30:00,False,25829 days 21:30:00
Granville Summit,,DISK,PA,1985-04-15 22:00:00,False,25829 days 22:00:00
Austin,,OVAL,TX,1985-04-19 21:00:00,False,25833 days 21:00:00
Sanford,,SPHERE,NC,1985-04-20 10:00:00,False,25834 days 10:00:00
San Francisco,,CYLINDER,CA,1985-04-27 18:30:00,False,25841 days 18:30:00
Dequincy,,,LA,1985-04-30 11:00:00,False,25844 days 11:00:00
Harrisburg,,LIGHT,NC,1985-05-01 13:00:00,False,25845 days 13:00:00
Milwaukee,,LIGHT,WI,1985-05-01 13:00:00,False,25845 days 13:00:00
Santa Cruz,,OTHER,CA,1985-05-01 14:00:00,False,25845 days 14:00:00
North Miami,,CIRCLE,FL,1985-05-01 17:00:00,False,25845 days 17:00:00
Grand Island,,SPHERE,NE,1985-05-01 19:00:00,False,25845 days 19:00:00
Lanett,,LIGHT,AL,1985-05-01 20:30:00,False,25845 days 20:30:00
Wiseman's View,,CIRCLE,NC,1985-05-01 21:00:00,False,25845 days 21:00:00
Orlando,,TRIANGLE,FL,1985-05-08 21:30:00,False,25852 days 21:30:00
Magna,,SPHERE,UT,1985-05-10 06:00:00,False,25854 days 06:00:00
Altoona,,DISK,PA,1985-05-12 20:00:00,False,25856 days 20:00:00
Beaver Damm,,CIGAR,WI,1985-05-15 17:00:00,False,25859 days 17:00:00
Clarksburg,,CIRCLE,WV,1985-05-15 20:00:00,False,25859 days 20:00:00
Tempe,,SPHERE,AZ,1985-05-15 22:00:00,False,25859 days 22:00:00
Little Rock,,CIRCLE,AR,1985-05-23 09:00:00,False,25867 days 09:00:00
Middletown,GREEN,RECTANGLE,NY,1985-05-30 00:00:00,False,25874 days 00:00:00
California,,CIGAR,CA,1985-06-01 00:00:00,False,25876 days 00:00:00
Pensacola,,FORMATION,FL,1985-06-01 00:00:00,False,25876 days 00:00:00
Winslow,,TRIANGLE,AR,1985-06-01 12:00:00,False,25876 days 12:00:00
Prineville,,OTHER,OR,1985-06-01 13:00:00,False,25876 days 13:00:00
St. Petersburg,,TEARDROP,FL,1985-06-01 14:30:00,False,25876 days 14:30:00
Tampa,,DISK,FL,1985-06-01 17:00:00,False,25876 days 17:00:00
Forestville,,DISK,CA,1985-06-01 17:30:00,False,25876 days 17:30:00
Trenton,GREEN,OVAL,TX,1985-06-01 17:30:00,False,25876 days 17:30:00
Bemidji,,TRIANGLE,MN,1985-06-01 18:00:00,False,25876 days 18:00:00
Phoenix,,,AZ,1985-06-01 20:00:00,False,25876 days 20:00:00
Reno,,OTHER,NV,1985-06-01 21:00:00,False,25876 days 21:00:00
Lola,,SPHERE,KS,1985-06-01 22:00:00,False,25876 days 22:00:00
North Tonawanda,,CHEVRON,NY,1985-06-01 22:00:00,False,25876 days 22:00:00
Snohomish,,TRIANGLE,WA,1985-06-01 22:00:00,False,25876 days 22:00:00
Wilkesboro,,FIREBALL,NC,1985-06-01 22:00:00,False,25876 days 22:00:00
Stratford,,SPHERE,NJ,1985-06-01 22:40:00,False,25876 days 22:40:00
Casselberry,,OTHER,FL,1985-06-01 23:00:00,False,25876 days 23:00:00
Sebastopol,,,CA,1985-06-01 23:00:00,False,25876 days 23:00:00
Old Faithful,,,WY,1985-06-02 23:30:00,False,25877 days 23:30:00
Ft. Huachuca,,TRIANGLE,AZ,1985-06-06 20:00:00,False,25881 days 20:00:00
Tulsa,,DISK,OK,1985-06-07 16:30:00,False,25882 days 16:30:00
Gainesville,,CIGAR,FL,1985-06-10 22:10:00,False,25885 days 22:10:00
Houston,,TRIANGLE,TX,1985-06-11 22:30:00,False,25886 days 22:30:00
Coronado,,,CA,1985-06-12 11:00:00,False,25887 days 11:00:00
Wallingford,,RECTANGLE,CT,1985-06-14 20:00:00,False,25889 days 20:00:00
Grayridge,,VARIOUS,MO,1985-06-15 00:00:00,False,25890 days 00:00:00
Seward,,DISK,AK,1985-06-15 02:00:00,False,25890 days 02:00:00
Route 7,,RECTANGLE,NY,1985-06-15 02:30:00,False,25890 days 02:30:00
El Paso,,DISK,TX,1985-06-15 12:00:00,False,25890 days 12:00:00
Stokes,,DISK,NC,1985-06-15 14:00:00,False,25890 days 14:00:00
Kalamazoo,,,MI,1985-06-15 17:00:00,False,25890 days 17:00:00
Fairfax,,,VA,1985-06-15 18:00:00,False,25890 days 18:00:00
Panther,,OVAL,WV,1985-06-15 18:00:00,False,25890 days 18:00:00
Mohave Desert,BLUE,OVAL,CA,1985-06-15 19:00:00,False,25890 days 19:00:00
Rolla,,CIRCLE,MO,1985-06-15 20:00:00,False,25890 days 20:00:00
Waverly Hall,,DISK,GA,1985-06-15 20:00:00,False,25890 days 20:00:00
Ladson,GREEN,CIRCLE,SC,1985-06-15 21:00:00,False,25890 days 21:00:00
New York City,,OVAL,NY,1985-06-15 23:00:00,False,25890 days 23:00:00
Wichita,GREEN,CIRCLE,KS,1985-06-15 23:00:00,False,25890 days 23:00:00
"Joshua Tree National Park, Twenty Nine Palms",,FORMATION,CA,1985-06-17 02:00:00,False,25892 days 02:00:00
Cottage Grove,,SPHERE,OR,1985-06-18 13:00:00,False,25893 days 13:00:00
Barboursville,,CYLINDER,WV,1985-06-19 20:30:00,False,25894 days 20:30:00
Salem,,SPHERE,NH,1985-06-20 14:00:00,False,25895 days 14:00:00
Kankakee,,CYLINDER,IL,1985-06-20 21:00:00,False,25895 days 21:00:00
Lorain,BLUE,CIRCLE,OH,1985-06-20 22:30:00,False,25895 days 22:30:00
Daisytown,,CIRCLE,PA,1985-06-23 22:00:00,False,25898 days 22:00:00
Hallandale Beach,,DISK,FL,1985-06-30 02:00:00,False,25905 days 02:00:00
Whitney,,FORMATION,TX,1985-06-30 02:30:00,False,25905 days 02:30:00
Jasper,,,MO,1985-06-30 12:00:00,False,25905 days 12:00:00
Big Bend National Park,,,TX,1985-06-30 13:00:00,False,25905 days 13:00:00
Harlan,,DISK,IN,1985-06-30 17:00:00,False,25905 days 17:00:00
Katy,,TRIANGLE,TX,1985-06-30 18:00:00,False,25905 days 18:00:00
Paterson,,DISK,NJ,1985-06-30 18:00:00,False,25905 days 18:00:00
Eustis,,LIGHT,FL,1985-06-30 18:30:00,False,25905 days 18:30:00
White Plains,,CHEVRON,NY,1985-06-30 20:00:00,False,25905 days 20:00:00
,,,AZ,1985-06-30 21:30:00,False,25905 days 21:30:00
Alvordon,RED,LIGHT,OH,1985-06-30 22:00:00,False,25905 days 22:00:00
San Diego,,LIGHT,CA,1985-06-30 22:45:00,False,25905 days 22:45:00
Sterling,,CIRCLE,VA,1985-06-30 23:00:00,False,25905 days 23:00:00
I don't know,ORANGE,SPHERE,MO,1985-06-30 23:30:00,False,25905 days 23:30:00
Los Alamitos,,VARIOUS,CA,1985-07-01 19:00:00,False,25906 days 19:00:00
Marysville,,,WA,1985-07-01 20:30:00,False,25906 days 20:30:00
Great Neck,,RECTANGLE,NY,1985-07-01 22:00:00,False,25906 days 22:00:00
Magnolia,,EGG,NJ,1985-07-01 22:00:00,False,25906 days 22:00:00
Golden Pond,,CIGAR,KY,1985-07-04 15:00:00,False,25909 days 15:00:00
Hardy,,TRIANGLE,AR,1985-07-04 21:00:00,False,25909 days 21:00:00
Peekskill,ORANGE,TRIANGLE,NY,1985-07-05 21:00:00,False,25910 days 21:00:00
Yosemite National Park,,LIGHT,CA,1985-07-05 21:30:00,False,25910 days 21:30:00
Kona,GREEN,TRIANGLE,HI,1985-07-06 04:00:00,False,25911 days 04:00:00
Presidio,,OTHER,TX,1985-07-07 21:00:00,False,25912 days 21:00:00
Eatonton,,FORMATION,GA,1985-07-07 23:00:00,False,25912 days 23:00:00
Yosemite Forest,,EGG,CA,1985-07-07 23:30:00,False,25912 days 23:30:00
Flint,,TRIANGLE,MI,1985-07-10 18:30:00,False,25915 days 18:30:00
Plant City,,TRIANGLE,FL,1985-07-10 22:00:00,False,25915 days 22:00:00
Haledon,,CHEVRON,NJ,1985-07-13 22:00:00,False,25918 days 22:00:00
Carlsbad,,LIGHT,NM,1985-07-14 23:00:00,False,25919 days 23:00:00
Greenville,,DISK,VA,1985-07-15 07:15:00,False,25920 days 07:15:00
Phoenix,,SPHERE,AZ,1985-07-15 13:00:00,False,25920 days 13:00:00
Belle Chasse,,OTHER,LA,1985-07-15 20:30:00,False,25920 days 20:30:00
Birch Bay,,DISK,WA,1985-07-15 21:00:00,False,25920 days 21:00:00
Holmdel,,VARIOUS,NJ,1985-07-15 21:30:00,False,25920 days 21:30:00
Trumbull,RED,,CT,1985-07-15 21:30:00,False,25920 days 21:30:00
Georgetown,,TRIANGLE,TX,1985-07-15 23:00:00,False,25920 days 23:00:00
Georgetown,GREEN,TRIANGLE,TX,1985-07-15 23:00:00,False,25920 days 23:00:00
Griffith,,OTHER,IN,1985-07-16 21:00:00,False,25921 days 21:00:00
Copalis Beach,,DISK,WA,1985-07-19 22:30:00,False,25924 days 22:30:00
Ironton,,LIGHT,MO,1985-07-20 23:00:00,False,25925 days 23:00:00
Concord,RED GREEN,OVAL,CA,1985-07-21 21:00:00,False,25926 days 21:00:00
Mercer Island,,DIAMOND,WA,1985-07-23 00:00:00,False,25928 days 00:00:00
Del Rio,,DIAMOND,TX,1985-07-24 21:00:00,False,25929 days 21:00:00
Arlington,,CIGAR,TX,1985-07-28 03:15:00,False,25933 days 03:15:00
Woodside,,CIRCLE,CA,1985-07-30 23:45:00,False,25935 days 23:45:00
San Carlos,,LIGHT,CA,1985-07-31 22:30:00,False,25936 days 22:30:00
Cimarron,,CIRCLE,NM,1985-08-01 01:00:00,False,25937 days 01:00:00
Alexandria,,TRIANGLE,MN,1985-08-01 13:00:00,False,25937 days 13:00:00
Black Diamond,,OTHER,WA,1985-08-01 20:00:00,False,25937 days 20:00:00
Wilburton,,OTHER,OK,1985-08-01 22:00:00,False,25937 days 22:00:00
Kirkland,,LIGHT,IL,1985-08-10 22:00:00,False,25946 days 22:00:00
North Tonawanda,,DISK,NY,1985-08-12 00:42:00,False,25948 days 00:42:00
Sagamore Hills,,RECTANGLE,OH,1985-08-15 02:00:00,False,25951 days 02:00:00
Arlington,,TRIANGLE,WA,1985-08-15 03:00:00,False,25951 days 03:00:00
Winnemucca,,OTHER,NV,1985-08-15 12:00:00,False,25951 days 12:00:00
Ramona,,FORMATION,CA,1985-08-15 13:00:00,False,25951 days 13:00:00
Eau Claire,,CIGAR,WI,1985-08-15 20:00:00,False,25951 days 20:00:00
South Nags Head,,TRIANGLE,NC,1985-08-15 20:00:00,False,25951 days 20:00:00
Houston,GREEN,TRIANGLE,TX,1985-08-15 21:30:00,False,25951 days 21:30:00
Garden City,,CIRCLE,SC,1985-08-15 23:00:00,False,25951 days 23:00:00
Columbia,,OTHER,AL,1985-08-16 19:00:00,False,25952 days 19:00:00
Levittown,RED,TRIANGLE,PA,1985-08-20 00:00:00,False,25956 days 00:00:00
Tarryall Reservoir,,SPHERE,CO,1985-08-20 01:00:00,False,25956 days 01:00:00
Hamilton,,OVAL,OH,1985-08-20 19:30:00,False,25956 days 19:30:00
Kelseyville,,LIGHT,CA,1985-08-20 21:00:00,False,25956 days 21:00:00
Friendship,,RECTANGLE,NY,1985-08-20 22:00:00,False,25956 days 22:00:00
Mechanics Town,,DISK,NY,1985-08-24 00:00:00,False,25960 days 00:00:00
Allenspark,,LIGHT,CO,1985-08-25 22:30:00,False,25961 days 22:30:00
Rockland,,DISK,NY,1985-09-01 09:00:00,False,25968 days 09:00:00
Pendleton,,RECTANGLE,OR,1985-09-01 13:30:00,False,25968 days 13:30:00
Waterbury,,OVAL,CT,1985-09-01 19:00:00,False,25968 days 19:00:00
Wappingers Falls,,FORMATION,NY,1985-09-01 21:00:00,False,25968 days 21:00:00
Juneau,,CIRCLE,AK,1985-09-05 01:30:00,False,25972 days 01:30:00
Rutland,,TRIANGLE,VT,1985-09-05 02:15:00,False,25972 days 02:15:00
Kaunakakai,,EGG,HI,1985-09-12 16:10:00,False,25979 days 16:10:00
La Veta,,CIRCLE,CO,1985-09-12 23:43:00,False,25979 days 23:43:00
Downingtown,,DISK,PA,1985-09-14 22:00:00,False,25981 days 22:00:00
Beacon Falls,,LIGHT,CT,1985-09-15 19:00:00,False,25982 days 19:00:00
Annandale,,OVAL,NY,1985-09-15 21:15:00,False,25982 days 21:15:00
Green River,,LIGHT,WY,1985-09-15 23:00:00,False,25982 days 23:00:00
Coconut Creek,,DISK,FL,1985-09-20 16:00:00,False,25987 days 16:00:00
Austin,,CHEVRON,TX,1985-09-26 21:25:00,False,25993 days 21:25:00
Sparta,,CIRCLE,WI,1985-09-28 18:30:00,False,25995 days 18:30:00
Amherst,,RECTANGLE,MA,1985-09-30 06:00:00,False,25997 days 06:00:00
Brandon,,TRIANGLE,FL,1985-10-01 00:00:00,False,25998 days 00:00:00
Holton,,LIGHT,MI,1985-10-01 05:30:00,False,25998 days 05:30:00
Monroe,,SPHERE,NC,1985-10-01 05:30:00,False,25998 days 05:30:00
Jefferson,,TRIANGLE,OH,1985-10-01 21:30:00,False,25998 days 21:30:00
Santa Margarita,,OTHER,CA,1985-10-01 21:30:00,False,25998 days 21:30:00
Lawrence,,SPHERE,KS,1985-10-01 22:45:00,False,25998 days 22:45:00
Swansboro,,DISK,NC,1985-10-12 23:45:00,False,26009 days 23:45:00
San Ramon,,DISK,CA,1985-10-15 00:00:00,False,26012 days 00:00:00
Cleveland,,DIAMOND,OH,1985-10-15 07:00:00,False,26012 days 07:00:00
Hixson,ORANGE,OTHER,TN,1985-10-15 19:00:00,False,26012 days 19:00:00
Hartford city,,TRIANGLE,IN,1985-10-15 20:00:00,False,26012 days 20:00:00
Camden,,DISK,SC,1985-10-15 22:00:00,False,26012 days 22:00:00
Throop,,OVAL,PA,1985-10-20 05:00:00,False,26017 days 05:00:00
Moorestown,,OVAL,NJ,1985-10-20 19:00:00,False,26017 days 19:00:00
New York City,,SPHERE,NY,1985-10-22 20:00:00,False,26019 days 20:00:00
Hawthorne,,TRIANGLE,CA,1985-10-25 01:00:00,False,26022 days 01:00:00
North Hollywood,,SPHERE,CA,1985-10-25 22:00:00,False,26022 days 22:00:00
New York City,,DISK,NY,1985-10-31 20:30:00,False,26028 days 20:30:00
Plan,,TRIANGLE,TX,1985-11-01 20:00:00,False,26029 days 20:00:00
Patterson,,CIGAR,NY,1985-11-02 01:00:00,False,26030 days 01:00:00
Lou  Costello Recreation Center,,CIRCLE,CA,1985-11-10 19:00:00,False,26038 days 19:00:00
Sacramento,,FORMATION,CA,1985-11-13 20:00:00,False,26041 days 20:00:00
Vernon Valley,,OTHER,NJ,1985-11-15 20:30:00,False,26043 days 20:30:00
South Milwaukee,,LIGHT,WI,1985-11-20 00:00:00,False,26048 days 00:00:00
Cedar Grove,GREEN,SPHERE,WI,1985-11-20 04:18:00,False,26048 days 04:18:00
Big Cane,GREEN,LIGHT,LA,1985-11-20 22:30:00,False,26048 days 22:30:00
Edna,,,TX,1985-11-25 00:00:00,False,26053 days 00:00:00
Eatonton,,DISK,GA,1985-11-26 04:30:00,False,26054 days 04:30:00
Monterey Bay Area,,FORMATION,CA,1985-12-01 14:00:00,True,26059 days 14:00:00
Walden,,OVAL,NY,1985-12-03 18:15:00,True,26061 days 18:15:00
Manaus-Amazonas,,EGG,AL,1985-12-05 05:00:00,True,26063 days 05:00:00
Auburn,,,AL,1985-12-15 17:30:00,True,26073 days 17:30:00
Savannah,RED GREEN BLUE,TRIANGLE,GA,1985-12-15 23:00:00,True,26073 days 23:00:00
Buckner,,TRIANGLE,MO,1985-12-16 18:00:00,True,26074 days 18:00:00
Vallejo,,TRIANGLE,CA,1985-12-16 19:00:00,True,26074 days 19:00:00
West Yarmouth,,DIAMOND,MA,1985-12-20 22:00:00,True,26078 days 22:00:00
Ridgefield,,CIRCLE,CT,1985-12-25 22:00:00,True,26083 days 22:00:00
Crestwood,,OVAL,KY,1986-01-01 03:00:00,False,26090 days 03:00:00
South Yarmouth,,CIRCLE,MA,1986-01-15 22:00:00,False,26104 days 22:00:00
Lido Beach,,CIRCLE,NY,1986-01-16 09:10:00,False,26105 days 09:10:00
NASA,,OVAL,FL,1986-01-28 00:00:00,False,26117 days 00:00:00
Clarkton,,CIGAR,NC,1986-01-28 13:00:00,False,26117 days 13:00:00
Old Fort,,RECTANGLE,NC,1986-01-29 20:00:00,False,26118 days 20:00:00
Victor,,CIRCLE,MT,1986-01-29 21:30:00,False,26118 days 21:30:00
Van Nuys,,CONE,CA,1986-02-06 02:05:00,False,26126 days 02:05:00
Fort Leonard Wood,,FORMATION,MO,1986-02-12 16:00:00,False,26132 days 16:00:00
Mercedes,,OVAL,TX,1986-02-14 08:15:00,False,26134 days 08:15:00
Los Gatos,,DISK,CA,1986-02-15 17:00:00,False,26135 days 17:00:00
West Palm Beach,,TRIANGLE,FL,1986-02-15 21:00:00,False,26135 days 21:00:00
Portsmouth,,OTHER,VA,1986-02-22 21:00:00,False,26142 days 21:00:00
Nevada,,CIRCLE,NV,1986-02-25 22:00:00,False,26145 days 22:00:00
Victor,,CIRCLE,MT,1986-02-28 06:00:00,False,26148 days 06:00:00
Middle Smithfield Township,,TRIANGLE,PA,1986-03-10 00:45:00,False,26158 days 00:45:00
Delray Beach,,DISK,FL,1986-03-15 00:00:00,False,26163 days 00:00:00
St. Petersburg,,,FL,1986-03-15 10:30:00,False,26163 days 10:30:00
Midway,,LIGHT,GA,1986-03-15 15:40:00,False,26163 days 15:40:00
Los Angeles,,TRIANGLE,CA,1986-03-25 07:45:00,False,26173 days 07:45:00
Alamo,,RECTANGLE,NV,1986-03-29 19:30:00,False,26177 days 19:30:00
Chicago,,SPHERE,IL,1986-04-01 14:30:00,False,26180 days 14:30:00
Red Lodge,,,MT,1986-04-01 22:00:00,False,26180 days 22:00:00
Brownsville,,DISK,TX,1986-04-01 22:15:00,False,26180 days 22:15:00
Mt. Gilead,,OVAL,OH,1986-04-02 21:30:00,False,26181 days 21:30:00
Knoxville,,RECTANGLE,TN,1986-04-04 23:00:00,False,26183 days 23:00:00
Palm Springs,,DISK,CA,1986-04-10 12:00:00,False,26189 days 12:00:00
Oak Lawn,,OTHER,IL,1986-04-12 13:00:00,False,26191 days 13:00:00
Julian,RED BLUE,OTHER,CA,1986-04-15 00:30:00,False,26194 days 00:30:00
Lubbock,,OTHER,TX,1986-04-15 15:00:00,False,26194 days 15:00:00
Hayward,,DISK,CA,1986-04-15 17:00:00,False,26194 days 17:00:00
Lafayette,,LIGHT,LA,1986-04-15 21:50:00,False,26194 days 21:50:00
Marysville,,,CA,1986-04-21 18:30:00,False,26200 days 18:30:00
Bensalem,,FORMATION,PA,1986-05-01 19:00:00,False,26210 days 19:00:00
Jefferson,,SPHERE,CO,1986-05-01 19:00:00,False,26210 days 19:00:00
Vine Grove,,OVAL,KY,1986-05-01 21:00:00,False,26210 days 21:00:00
Fortuna,,TRIANGLE,CA,1986-05-04 12:30:00,False,26213 days 12:30:00
Crab Orchard,BLUE,LIGHT,KY,1986-05-10 21:30:00,False,26219 days 21:30:00
Dade City,,TRIANGLE,FL,1986-05-12 20:45:00,False,26221 days 20:45:00
Midwest City,,,OK,1986-05-15 02:00:00,False,26224 days 02:00:00
Jefferson,RED,SPHERE,CO,1986-05-15 08:00:00,False,26224 days 08:00:00
New York City,,CHEVRON,NY,1986-05-15 17:40:00,False,26224 days 17:40:00
Tompkinsville,,TRIANGLE,KY,1986-05-15 22:00:00,False,26224 days 22:00:00
Trimmer,,VARIOUS,CA,1986-05-18 20:30:00,False,26227 days 20:30:00
Adak,,LIGHT,AK,1986-06-01 00:00:00,False,26241 days 00:00:00
South Windsor,,CIRCLE,CT,1986-06-01 00:00:00,False,26241 days 00:00:00
Euclid,,OTHER,OH,1986-06-01 01:00:00,False,26241 days 01:00:00
Atlanta,ORANGE,SPHERE,GA,1986-06-01 02:00:00,False,26241 days 02:00:00
Schertz,,OVAL,TX,1986-06-01 03:00:00,False,26241 days 03:00:00
Plainview,,EGG,TX,1986-06-01 05:00:00,False,26241 days 05:00:00
